-0.008280117	-0.044435825	-0.067219995	-0.017571986	-0.078291126	0.031133747	-0.0044328948	-0.035230182	-0.029405342	-0.055071596	-0.010013881	-0.046918385	0.085859485	-0.023349233	-0.02700477	-0.02982787
-0.13944125	-0.108216874	-0.04088642	-0.1223687	-0.14083643	0.021471733	-0.061738446	0.0038842184	-0.037794095	0.027387846	0.14003725	-0.11834402	0.07551209	-0.11330339	-0.06394743	-0.006531721
-0.17180294	-0.17436132	-0.07751111	-0.12609883	-0.14121133	0.14407514	-0.10949611	0.040590093	-0.06504118	-0.026934914	0.13758929	-0.14126444	0.1753389	-0.10774412	-0.19214796	-0.089644484
0.3414484	0.425097	-0.27736533	0.41392025	0.36570886	-0.22675972	0.4431142	-0.27797592	0.3381413	-0.2439675	-0.3614425	0.4267587	-0.49143645	0.41630176	0.5173693	0.3322736
-0.033074785	-0.023192955	-0.0801941	0.00035226735	-0.011471329	0.02134826	0.06429023	0.051360242	0.08431391	-0.056250766	-0.009219482	-0.040823	-0.03194468	-0.032766845	0.018652778	0.073810175
-0.07342831	-0.08871484	0.05964196	-0.020875787	-0.11185292	0.04686523	-0.07396427	0.0893903	-0.09404185	0.011743082	0.06949788	-0.029065596	0.03390613	-0.08378199	-0.10027934	-0.024491288
0.30808428	0.35110456	-0.18968269	0.3783095	0.3392994	-0.27203956	0.40539557	-0.30169305	0.30544263	-0.29884526	-0.3896863	0.35098544	-0.4470496	0.38844573	0.46918073	0.30954292
-0.0885405	-0.07146254	-0.02932431	-0.0029965984	-0.008391911	0.030409027	-0.022910686	0.0409946	-0.018900646	-0.022153284	0.056416653	-0.06501235	0.027205657	-0.06668035	-0.057061903	-0.011303863
0.2342303	0.28780234	-0.27667472	0.3910219	0.3330874	-0.25893077	0.3658652	-0.2489857	0.28943756	-0.2470943	-0.32516372	0.34540647	-0.39401108	0.36537942	0.43712366	0.20692189
0.039273765	-0.019587286	-0.026514463	-0.049471267	0.001232903	-0.047742672	0.03736258	0.014923522	0.03548893	-0.055145256	0.037019238	-0.039779954	0.025932103	-0.0013940827	-0.013362413	0.0025083546
0.34650847	0.34671608	-0.28687784	0.410923	0.32377747	-0.25441933	0.39910942	-0.26615617	0.40236413	-0.25135288	-0.42949605	0.37320608	-0.4765239	0.42443922	0.46851087	0.29820517
-0.09249706	-0.06280602	-0.008050226	-0.12764147	-0.10142128	0.064412236	-0.13440785	0.0532459	-0.06469809	0.056864273	0.15443498	-0.07489174	0.072856985	-0.07953891	-0.13560565	-0.010802175
0.23184358	0.19377665	-0.03495096	0.25450352	0.18125647	-0.10456635	0.21261555	-0.123137824	0.21096106	-0.119575515	-0.18663815	0.19348939	-0.20774898	0.2583601	0.23677945	0.19375408
-0.3492851	-0.25253147	0.09758464	-0.34144944	-0.2770551	0.265187	-0.29873568	0.23727983	-0.2833613	0.17975943	0.3005288	-0.29492047	0.3688396	-0.28539315	-0.39220256	-0.25557062
-0.04670639	-0.06833942	0.04318339	-0.06430405	-0.05618189	0.019615699	-0.01632698	0.04514155	-0.0760646	-0.007757685	0.05896403	-0.0044671926	0.011724732	-0.03190821	0.0076668034	-0.033754528
-0.017768681	-0.02641749	-0.054114986	-0.027817478	0.022181505	0.022587953	0.040644526	-0.057037372	0.056135036	-0.053336963	0.03593563	0.053134553	-0.026450776	-0.013317242	-0.018657107	0.02666897
-0.12702039	-0.09776444	-0.0089892	-0.061815403	-0.023637868	0.09328051	-0.086906955	0.06853754	-0.07802603	0.07947811	0.10023653	-0.05367261	0.016899649	-0.06962031	-0.047139313	-0.022647627
0.0012900926	0.08023653	0.026684882	0.02595036	0.05899199	0.05324086	0.07711888	0.050638206	0.016333126	-0.0137664825	0.012808174	0.08529917	-0.08199609	0.04182158	0.108658336	-0.0019027021
0.027974805	-0.013947708	-0.09405818	-0.0299494	0.03827088	-0.059361994	0.026969245	-0.12655042	0.06952267	-0.050562695	0.033556677	0.029540967	0.02767	-0.00014686948	-0.01181658	0.08774715
0.22630747	0.21398789	-0.10520579	0.2600923	0.24256977	-0.21899633	0.19999069	-0.16997325	0.124832384	-0.13037653	-0.23462403	0.20159079	-0.18340588	0.23128678	0.20609587	0.15029986
0.10170832	0.13422926	-0.06860556	0.1337859	0.119325966	-0.09469781	0.075867094	-0.08251952	0.10345594	-0.10903455	-0.102607645	0.10463165	-0.07003468	0.093600556	0.13990968	0.0934781
-0.055231523	-0.048440248	0.007831013	-0.028927071	-0.049414206	0.09309432	-0.02759083	0.049608015	-0.06023885	-0.0062321797	-0.006019881	-0.034259513	0.058578067	-0.03142741	-0.08708197	-0.052410387
-0.11949534	-0.019016843	-0.0026940003	-0.04445646	-0.025736244	0.05156184	-0.017057667	0.023148788	0.007750021	-0.020055639	0.05583219	-0.03978961	0.057932183	-0.08294285	-0.06899261	-0.057663005
-0.07904785	-0.00671294	-0.074958794	-0.028932117	-0.09125594	0.01864966	0.02071372	-0.03524576	0.06838494	-0.011858752	0.0146537805	-0.061960537	0.035032082	-0.02540574	0.021183431	0.040930342
-0.034876984	0.05889093	-0.0972297	0.00057661615	-0.0114599075	-0.02644328	0.09246113	-0.01787927	0.11550089	-0.027578644	-0.022030555	0.053082153	0.003947377	0.026900766	0.08359712	0.008941141
0.30447677	0.34920165	-0.23778889	0.36849582	0.30210868	-0.28688994	0.37884125	-0.2241049	0.28376737	-0.26981834	-0.33587953	0.34142908	-0.30034095	0.36505574	0.36294338	0.30841395
0.073643625	0.087364584	-0.11692689	0.03697823	0.10898615	-0.09604638	0.116082944	-0.09961576	0.10417522	-0.10241986	-0.043095432	0.059326563	-0.06210026	0.08413842	0.05627136	0.11726909
-0.14160335	-0.06425569	0.08145466	-0.083060354	-0.10863402	0.15812066	-0.122891836	0.076039985	-0.15417874	0.117938474	0.087571606	-0.06679978	0.11766521	-0.06043436	-0.15350299	-0.0817828
-0.16435792	-0.1517289	0.16456915	-0.21713682	-0.20444785	0.1875438	-0.16055596	0.15958415	-0.15074745	0.18738629	0.14544232	-0.21562877	0.22624698	-0.1593688	-0.1463169	-0.17236039
0.2242223	0.26874888	-0.18826418	0.32253024	0.26807004	-0.25760925	0.29349974	-0.19949214	0.2181477	-0.2636255	-0.25376284	0.2857137	-0.30458876	0.26621458	0.29898736	0.21298683
0.3375879	0.34287536	-0.24825801	0.39363152	0.38237622	-0.33995643	0.46988678	-0.33524165	0.32399485	-0.25397617	-0.40139908	0.3813146	-0.39212885	0.39263466	0.4413822	0.33871397
0.05520817	0.07484328	-0.028588444	0.048197515	0.056648456	0.011744338	0.08065622	0.032841858	0.07936411	-0.008080036	-0.08397706	0.112478286	-0.073386654	0.013636228	0.055568784	0.039972246
0.33231074	0.3089502	-0.22346823	0.29676667	0.34638324	-0.38324806	0.34741288	-0.3418254	0.26782885	-0.26531842	-0.35741806	0.38874072	-0.35330832	0.29614213	0.33381075	0.2835469
0.016222412	-0.089961015	0.23344353	-0.0109742405	-0.09076313	0.089689575	-0.02590999	0.003819464	-0.09928652	0.1436895	0.0629274	-0.08585584	0.062085573	-0.04237793	-0.13201083	-0.08989373
-0.12879218	-0.11412698	-0.10525682	-0.09997985	-0.10440747	0.09401209	-0.078173235	0.06037508	-0.057026375	0.024409696	0.08597838	-0.067374505	0.07580558	-0.08733337	-0.070338964	-0.060214568
0.08919968	0.06282263	-0.050539106	0.124109164	0.07428339	-0.011237057	0.08749418	-0.084686995	0.12076685	-0.1017533	-0.03581862	0.078059115	-0.09077697	0.08760442	0.07924529	0.02930008
0.011263605	0.05068232	-0.13335258	0.07749868	0.082735024	-0.07302588	0.040572315	-0.094065934	0.031874612	-0.026610319	-0.07184862	0.07181725	-0.034790006	0.049361914	0.034635194	0.04226767
-0.10759713	-0.07010116	0.040088214	-0.040622745	-0.043333683	0.057556536	-0.0971704	0.0014774222	-0.067649804	0.034077276	0.08063983	-0.099481724	0.057878792	-0.07028103	-0.043469097	-0.0215301
